##Checked genes Ensembl
##date=20/5/2021
##Gene stable ID	HGNC symbol	Transcript_stable_ID
AT3G57140	SDP1L	AT3G57140.1
AT1G70910	DEP	AT1G70910.1
AT2G07739		AT2G07739.1
AT5G53240		AT5G53240.1
AT1G04645	SPH5	AT1G04645.1
AT4G39780	ERF060	AT4G39780.1
AT4G03360		AT4G03360.1
AT2G05970		AT2G05970.1
AT5G23760		AT5G23760.1
AT3G21060	RBL	AT3G21060.1
AT5G24318		AT5G24318.1
AT1G74830	MYOB6	AT1G74830.1
AT1G09483	NEAP4	AT1G09483.1
AT5G25260	FLOT2	AT5G25260.1
AT1G47813		AT1G47813.1
AT2G15590		AT2G15590.2
AT2G18080	EDA2	AT2G18080.1
AT1G12030		AT1G12030.1
AT2G22530		AT2G22530.1
AT4G30480	TPR1	AT4G30480.2
AT2G25210		AT2G25210.1
AT3G49530	NAC062	AT3G49530.1
AT1G72600		AT1G72600.2
AT4G36150		AT4G36150.1
AT2G02790	IQD29	AT2G02790.1
AT4G36530		AT4G36530.2
AT1G51760	ILL4	AT1G51760.1
AT2G40520		AT2G40520.4
AT3G09720	RH57	AT3G09720.1
AT4G33010	GLDP1	AT4G33010.1
AT5G24820		AT5G24820.1
AT2G15670		AT2G15670.1
AT5G54690	GAUT12	AT5G54690.1
AT2G38905		AT2G38905.1
AT1G40390		AT1G40390.1
AT4G21865		AT4G21865.1
AT3G10195		AT3G10195.1
AT4G13450		AT4G13450.1
AT5G45140	NRPC2	AT5G45140.2
AT4G27540	PRA1H	AT4G27540.1
AT2G03170	ASK14	AT2G03170.1
AT5G22980	SCPL47	AT5G22980.1
AT3G56480	SCAB3	AT3G56480.1
AT2G18750	CBP60C	AT2G18750.2
AT4G35030		AT4G35030.5
AT5G14510		AT5G14510.1
AT3G15410		AT3G15410.2
AT3G44006		AT3G44006.1
AT1G07240	UGT71C5	AT1G07240.1
AT4G05140	ENT5	AT4G05140.1
AT2G31980	CYS2	AT2G31980.1
AT4G17220	MAP70.5	AT4G17220.1
AT3G23800	SBP3	AT3G23800.1
AT3G29033		AT3G29033.1
AT3G06250	FRS7	AT3G06250.2
AT3G14270	FAB1B	AT3G14270.1
AT2G17470		AT2G17470.2
AT3G03847		AT3G03847.1
AT1G08820	PVA22	AT1G08820.3
AT5G11410		AT5G11410.1
AT1G01460	PIP5K10	AT1G01460.1
AT5G47740		AT5G47740.2
AT3G14650	CYP72A11	AT3G14650.1
AT1G24490	ALB4	AT1G24490.1
AT2G37330	ALS3	AT2G37330.1
AT5G45730		AT5G45730.1
AT4G37480		AT4G37480.1
AT2G45910	PUB33	AT2G45910.1
AT2G12480	SCPL43	AT2G12480.3
AT4G31410		AT4G31410.2
AT1G43720		AT1G43720.1
AT5G46890		AT5G46890.1
AT2G39940	COI1	AT2G39940.1
AT1G29620		AT1G29620.1
AT4G30020	SBT2.6	AT4G30020.1
AT5G44005		AT5G44005.1
AT4G15885		AT4G15885.1
AT1G58602		AT1G58602.2
AT3G09430		AT3G09430.1
AT3G13040	PHL6	AT3G13040.1
AT1G63700	YDA	AT1G63700.1
AT4G12300	CYP706A4	AT4G12300.1
ATCG00220	PSBM	ATCG00220.1
AT2G41060	UBA2B	AT2G41060.3
AT1G51805		AT1G51805.1
AT5G23190	CYP86B1	AT5G23190.1
AT1G23250		AT1G23250.1
AT5G48655		AT5G48655.4
AT4G29680		AT4G29680.1
AT2G11225		AT2G11225.1
AT4G16265	NRPB9B	AT4G16265.2
AT5G67530	CYP65	AT5G67530.1
AT5G56170	LLG1	AT5G56170.1
AT2G17170		AT2G17170.1
AT2G24280		AT2G24280.1
AT1G63750		AT1G63750.3
AT2G07667		AT2G07667.1
AT5G41390		AT5G41390.1
AT3G09830	PCRK1	AT3G09830.3
AT5G27360	SFP2	AT5G27360.3
AT5G50550		AT5G50550.1
AT2G34390	NIP2-1	AT2G34390.1
AT4G21860	MSRB2	AT4G21860.1
AT2G41520	TPR15	AT2G41520.1
AT3G61140	CSN1	AT3G61140.1
AT5G33898		AT5G33898.1
AT3G13380	BRL3	AT3G13380.1
AT5G39830	DEGP8	AT5G39830.1
AT4G09830		AT4G09830.1
AT5G44540		AT5G44540.1
AT2G32780	UBP1	AT2G32780.1
AT1G04140		AT1G04140.2
AT5G54680	ILR3	AT5G54680.1
AT2G02660		AT2G02660.1
AT3G52510		AT3G52510.1
AT5G66053		AT5G66053.1
AT5G24150	SQE5	AT5G24150.1
AT1G08200	AXS2	AT1G08200.1
AT1G35240	ARF20	AT1G35240.1
AT5G57140	PAP28	AT5G57140.1
AT1G16300	GAPCP2	AT1G16300.1
AT1G09280	STR6	AT1G09280.1
AT4G21590	ENDO3	AT4G21590.1
AT1G73770		AT1G73770.2
AT3G61710	ATG6	AT3G61710.1
AT3G24160	PMP	AT3G24160.1
AT4G20060	EMB1895	AT4G20060.1
AT4G25630	MED36A	AT4G25630.1
AT1G10050		AT1G10050.3
AT2G40890	CYP98A3	AT2G40890.1
AT5G16470	MBS2	AT5G16470.1
AT5G13850	NACA3	AT5G13850.1
AT5G25415		AT5G25415.1
AT2G05117	SCRL9	AT2G05117.1
AT5G18640		AT5G18640.2
AT4G04770	ABCI8	AT4G04770.1
AT1G30845		AT1G30845.1
AT1G65700		AT1G65700.3
AT4G19230	CYP707A1	AT4G19230.2
AT2G27980		AT2G27980.1
AT1G54650		AT1G54650.3
AT1G35460	BHLH80	AT1G35460.1
AT5G62350		AT5G62350.1
AT3G20015	ASPG2	AT3G20015.1
AT4G35900	FD	AT4G35900.1
AT1G19230	RBOHE	AT1G19230.2
AT2G18685		AT2G18685.1
AT1G77940	RPL30B	AT1G77940.1
AT3G57850		AT3G57850.1
AT2G38410	TOL6	AT2G38410.1
AT3G22770		AT3G22770.1
AT1G75420		AT1G75420.1
AT3G06320		AT3G06320.1
AT1G15170	DTX12	AT1G15170.1
AT2G19310	HSP18.5	AT2G19310.1
AT4G09355		AT4G09355.1
AT3G51830	SAC8	AT3G51830.1
AT5G40910		AT5G40910.1
AT1G43950	ARF23	AT1G43950.1
AT2G05786		AT2G05786.1
AT5G19080	LUL3	AT5G19080.1
AT4G23340		AT4G23340.1
AT5G34870		AT5G34870.1
AT3G15040		AT3G15040.1
AT1G28200	FIP1	AT1G28200.1
AT4G18430	RABA1E	AT4G18430.1
AT2G20300	ALE2	AT2G20300.1
AT4G01140		AT4G01140.1
AT4G11370	RHA1A	AT4G11370.1
AT1G22882	SUN3	AT1G22882.1
AT2G30933		AT2G30933.1
AT1G56410	HSP70-18	AT1G56410.1
AT1G61980		AT1G61980.1
AT3G05180		AT3G05180.1
AT4G26710	VHA-E2	AT4G26710.1
AT5G04590	SIR	AT5G04590.1
AT4G33580	ATBCA5	AT4G33580.2
AT1G71865		AT1G71865.1
AT5G24275		AT5G24275.1
AT1G09660		AT1G09660.3
AT1G79485		AT1G79485.1
AT4G40000		AT4G40000.1
AT2G28250	NCRK	AT2G28250.2
AT2G18350	ZHD6	AT2G18350.1
AT2G14120	DRP3B	AT2G14120.3
AT3G18715	IDL4	AT3G18715.1
AT1G71280	RH55	AT1G71280.1
AT5G05680	NUP88	AT5G05680.1
AT4G22350		AT4G22350.2
AT3G27040		AT3G27040.1
AT1G33730	CYP76C5	AT1G33730.1
AT3G11510	RPS14B	AT3G11510.1
AT4G05080		AT4G05080.1
AT2G03530	UPS2	AT2G03530.4
AT5G23405	HMGB12	AT5G23405.1
AT5G46230		AT5G46230.1
AT2G22600		AT2G22600.1
AT3G07350		AT3G07350.1
AT5G25300		AT5G25300.1
AT3G48100	ARR5	AT3G48100.1
AT3G62870	RPL7AB	AT3G62870.1
AT5G64650		AT5G64650.1
AT4G02425		AT4G02425.1
AT1G12380		AT1G12380.1
AT5G18090		AT5G18090.1
AT5G28210		AT5G28210.1
AT1G01950	ARK2	AT1G01950.3
AT2G27330		AT2G27330.1
AT5G43270	SPL2	AT5G43270.1
AT2G38290	AMT2	AT2G38290.1
AT3G05730		AT3G05730.1
AT1G36340	UBC31	AT1G36340.2
AT1G64740	TUBA1	AT1G64740.1
AT2G31230	ERF15	AT2G31230.1
AT5G61300		AT5G61300.1
AT5G53360		AT5G53360.1
AT2G43465		AT2G43465.1
AT4G38930		AT4G38930.3
AT4G28300		AT4G28300.1
AT3G46590	TRP2	AT3G46590.2
AT2G43945		AT2G43945.1
AT1G32640	MYC2	AT1G32640.1
AT1G03670		AT1G03670.1
AT2G16930		AT2G16930.4
AT5G55410		AT5G55410.2
AT5G65760		AT5G65760.1
AT2G37025	TRFL8	AT2G37025.2
AT5G56100		AT5G56100.1
AT5G09320	VPS9B	AT5G09320.1
AT1G33560	ADR1	AT1G33560.1
AT5G56970	CKX3	AT5G56970.1
AT1G01250	ERF023	AT1G01250.1
AT3G53140		AT3G53140.1
AT4G34940	ARO1	AT4G34940.1
AT1G10747	ESF1.1	AT1G10747.1
AT5G53910		AT5G53910.1
AT5G59910	HTB4	AT5G59910.1
AT2G03840	TET13	AT2G03840.1
AT3G19615		AT3G19615.1
AT4G16024		AT4G16024.1
AT1G73940		AT1G73940.1
AT1G26795		AT1G26795.1
AT1G10190		AT1G10190.1
AT4G19420		AT4G19420.4
AT5G53430	ATX5	AT5G53430.1
AT1G05880	ARI12	AT1G05880.2
AT1G79470	IMPDH	AT1G79470.1
AT1G61460		AT1G61460.1
AT5G11630		AT5G11630.1
AT2G06960		AT2G06960.1
AT5G64816		AT5G64816.3
AT5G62090	SLK2	AT5G62090.1
AT3G11310		AT3G11310.1
AT2G43620		AT2G43620.1
AT5G64970		AT5G64970.1
AT5G24960	CYP71A14	AT5G24960.1
AT3G63530	BB	AT3G63530.2
AT5G61090		AT5G61090.1
AT1G74680		AT1G74680.1
AT4G19006		AT4G19006.2
AT2G18170	MPK7	AT2G18170.1
AT5G24810		AT5G24810.2
AT2G11851		AT2G11851.1
AT5G66816	CEP6	AT5G66816.1
AT3G14395		AT3G14395.1
AT3G16750		AT3G16750.2
AT3G02180	SP1L3	AT3G02180.1
AT3G63093		AT3G63093.1
AT1G68270	AEE22	AT1G68270.1
AT3G32410		AT3G32410.1
AT1G65032		AT1G65032.1
AT4G05310		AT4G05310.1
AT5G65360	HTR2	AT5G65360.1
AT5G55880		AT5G55880.1
AT3G48360	BT2	AT3G48360.1
AT3G48310	CYP71A22	AT3G48310.1
AT5G59390		AT5G59390.1
AT4G28490	RLK5	AT4G28490.1
AT3G61290		AT3G61290.1
AT5G22690		AT5G22690.2
AT1G02310	MAN1	AT1G02310.2
AT1G29840		AT1G29840.1
AT5G06300	LOG7	AT5G06300.1
AT1G25083		AT1G25083.1
AT5G03860	MLS	AT5G03860.1
AT2G07702		AT2G07702.1
AT3G50440	MES10	AT3G50440.1
AT5G25510	B'KAPPA	AT5G25510.1
AT3G04550	RAF1.2	AT3G04550.1
AT5G51210	OL3	AT5G51210.1
AT3G45170	GATA14	AT3G45170.1
AT5G01290		AT5G01290.1
AT1G68100	IAR1	AT1G68100.1
AT4G15640		AT4G15640.1
AT2G04220		AT2G04220.1
AT1G21870	GONST5	AT1G21870.1
AT2G34430	LHB1B1	AT2G34430.1
AT1G13980	GN	AT1G13980.1
AT2G41420	WIH2	AT2G41420.1
AT4G39795	FLZ7	AT4G39795.1
AT1G68810	BHLH30	AT1G68810.1
AT3G54850	PUB14	AT3G54850.1
AT4G17170	RABB1C	AT4G17170.1
AT5G44790	RAN1	AT5G44790.1
ATMG00130	ORF121A	ATMG00130.1
AT1G18720		AT1G18720.2
AT2G05520	GRP3	AT2G05520.1
AT1G76540	CDKB2-1	AT1G76540.1
AT3G13650	DIR7	AT3G13650.1
AT2G32350		AT2G32350.1
AT1G23120		AT1G23120.2
AT5G38570		AT5G38570.1
AT1G29330	ERD2A	AT1G29330.1
AT2G45240	MAP1A	AT2G45240.1
AT1G55770		AT1G55770.1
AT1G53290	B3GALT14	AT1G53290.1
AT3G59540	RPL38A	AT3G59540.1
AT1G76320	FRS4	AT1G76320.1
AT1G23840		AT1G23840.1
AT3G48230		AT3G48230.1
AT5G42580	CYP705A12	AT5G42580.1
AT5G38770	GDU7	AT5G38770.1
AT5G19430		AT5G19430.4
AT3G23430	PHO1	AT3G23430.1
AT1G79930	HSP70-14	AT1G79930.1
AT5G51270		AT5G51270.1
AT3G01311		AT3G01311.1
AT2G19690	PLA2-BETA	AT2G19690.2
AT5G16350		AT5G16350.1
AT5G04045		AT5G04045.1
AT1G52380	NUP50A	AT1G52380.3
AT4G24790		AT4G24790.2
AT4G26090	RPS2	AT4G26090.1
AT5G27140	NOP5-3	AT5G27140.2
AT2G35920		AT2G35920.3
AT4G14910	HISN5B	AT4G14910.2
AT1G60710	ATB2	AT1G60710.1
AT4G29660	EMB2752	AT4G29660.1
AT2G41220	GLU2	AT2G41220.1
AT5G37230		AT5G37230.1
AT4G21630	SBT3.14	AT4G21630.1
AT3G04060	anac046	AT3G04060.1
AT5G43560	TRAF1A	AT5G43560.1
AT2G23430	KRP1	AT2G23430.1
AT2G38230	PDX11	AT2G38230.1
AT2G05180	CYP705A6	AT2G05180.1
AT4G34160	CYCD3-1	AT4G34160.1
AT4G19910		AT4G19910.1
AT5G04000		AT5G04000.2
AT1G48110	ECT7	AT1G48110.2
AT4G01883		AT4G01883.1
AT3G50060	MYB77	AT3G50060.1
AT4G03298		AT4G03298.1
AT3G53420	PIP2-1	AT3G53420.1
AT1G53710		AT1G53710.1
AT1G24880		AT1G24880.2
AT5G36970	NHL25	AT5G36970.1
AT1G21690	EMB1968	AT1G21690.3
AT5G52260	AtMYB19	AT5G52260.1
AT3G13790	CWINV1	AT3G13790.1
AT1G34830		AT1G34830.1
AT1G45207		AT1G45207.2
AT3G18720		AT3G18720.1
AT4G39980	DHS1	AT4G39980.1
AT1G28305		AT1G28305.1
AT1G02190		AT1G02190.1
AT3G51310	VPS35C	AT3G51310.1
AT4G29670	ACHT2	AT4G29670.2
AT1G05010	ACO4	AT1G05010.1
AT3G44620		AT3G44620.2
AT3G08580	AAC1	AT3G08580.2
AT2G21640		AT2G21640.1
AT5G57567		AT5G57567.2
AT3G23685		AT3G23685.1
AT1G13940		AT1G13940.1
AT3G15170	NAC054	AT3G15170.1
AT3G47340	ASN1	AT3G47340.1
AT4G31250		AT4G31250.1
AT3G50700	GAF1	AT3G50700.1
AT3G09180	MED27	AT3G09180.1
AT2G25530		AT2G25530.1
AT3G46230	HSP17.4A	AT3G46230.1
AT2G27960	CKS1	AT2G27960.1
AT3G18370	SYTF	AT3G18370.1
AT4G24770	CP31A	AT4G24770.1
AT2G29730	UGT71D1	AT2G29730.1
AT5G46310		AT5G46310.1
AT3G04080	APY1	AT3G04080.1
AT5G25040		AT5G25040.2
AT1G13970		AT1G13970.1
AT3G21990	CRRSP29	AT3G21990.1
AT5G12235	CLE22	AT5G12235.1
AT3G25850		AT3G25850.1
AT4G30110	HMA2	AT4G30110.1
AT3G52640		AT3G52640.2
AT1G57770		AT1G57770.1
AT5G18940		AT5G18940.1
AT1G19240		AT1G19240.1
AT2G31240		AT2G31240.1
AT2G40435		AT2G40435.1
AT3G17712		AT3G17712.2
AT4G30670		AT4G30670.1
AT5G46874		AT5G46874.1
AT1G77405		AT1G77405.1
AT1G72760		AT1G72760.2
AT4G37800	XTH7	AT4G37800.1
AT2G18640	GGPP4	AT2G18640.1
AT5G02490	MED37D	AT5G02490.1
AT4G08300		AT4G08300.1
AT5G54910	RH32	AT5G54910.1
AT1G34810		AT1G34810.1
AT5G60730		AT5G60730.1
AT1G20930	CDKB2-2	AT1G20930.1
AT5G26310	UGT72E3	AT5G26310.1
AT4G09250		AT4G09250.1
AT4G12740	MYH	AT4G12740.1
AT2G32660	AtRLP22	AT2G32660.2
AT1G04270	RPS15A	AT1G04270.1
AT5G08640	FLS1	AT5G08640.1
AT4G09120	ATL36	AT4G09120.1
AT4G19360		AT4G19360.1
AT5G27893		AT5G27893.1
AT5G08590	SRK2G	AT5G08590.1
AT3G44290	NAC60	AT3G44290.1
AT4G22750	PAT13	AT4G22750.1
AT3G58400		AT3G58400.1
AT1G34180	anac016	AT1G34180.2
AT4G34490	ATCAP1	AT4G34490.2
AT4G34670	RPS3AB	AT4G34670.1
AT3G50500	SPK-2-2	AT3G50500.2
AT2G46765		AT2G46765.1
AT5G65840		AT5G65840.1
AT5G55320	AT7	AT5G55320.1
AT1G74360		AT1G74360.1
AT1G01560	MPK11	AT1G01560.2
AT3G59970	MTHFR1	AT3G59970.3
AT2G01379		AT2G01379.1
AT1G65483		AT1G65483.1
AT3G25480	STR4A	AT3G25480.1
AT4G31520		AT4G31520.1
AT4G13870	WEX	AT4G13870.2
AT5G40860		AT5G40860.1
AT4G19970		AT4G19970.1
AT5G47090		AT5G47090.1
AT2G15910		AT2G15910.1
AT2G40930	UBP5	AT2G40930.2
AT5G35170		AT5G35170.1
AT4G37380	ELI1	AT4G37380.1
AT4G26720	PPX1	AT4G26720.1
AT2G41500	LIS	AT2G41500.1
AT1G07990		AT1G07990.1
AT1G02670		AT1G02670.3
AT5G27450	MVK	AT5G27450.2
AT1G65240		AT1G65240.1
AT1G25360	PCMP-H74	AT1G25360.1
AT1G24793	LPXC5	AT1G24793.1
AT3G61898		AT3G61898.1
AT4G29070		AT4G29070.2
AT5G12200	PYD2	AT5G12200.1
AT4G19740		AT4G19740.1
AT5G64020	TBL14	AT5G64020.1
AT2G03810		AT2G03810.4
AT2G44020		AT2G44020.1
AT1G68000	PIS1	AT1G68000.1
AT2G11010		AT2G11010.1
AT5G27660		AT5G27660.2
AT3G15760		AT3G15760.1
AT3G01910	SOX	AT3G01910.1
AT2G46735		AT2G46735.1
AT1G52940	PAP5	AT1G52940.1
AT1G47250	PAF2	AT1G47250.1
AT2G21370	XK-1	AT2G21370.1
AT3G46580	MBD5	AT3G46580.1
AT5G09300		AT5G09300.1
AT3G57700		AT3G57700.1
AT5G57030	LUT2	AT5G57030.1
AT5G56340	ATCRT1	AT5G56340.1
AT1G12260	NAC007	AT1G12260.1
AT2G24762	GDU4	AT2G24762.1
AT2G25880	AtAUR2	AT2G25880.3
AT3G48250		AT3G48250.1
AT4G33585		AT4G33585.1
AT1G48230		AT1G48230.1
AT4G02210		AT4G02210.2
AT1G67148		AT1G67148.1
AT1G14930		AT1G14930.1
AT5G62920	ARR6	AT5G62920.1
AT2G15220		AT2G15220.1
AT1G59980	ATJ39	AT1G59980.1
AT5G13690	NAGLU	AT5G13690.1
AT5G66850	MAPKKK5	AT5G66850.1
AT2G35810		AT2G35810.1
AT1G49980	POLK	AT1G49980.1
AT4G00630	KEA2	AT4G00630.2
AT2G28190	CSD2	AT2G28190.1
AT2G44330		AT2G44330.1
AT3G02210	COBL1	AT3G02210.1
AT2G38240	ANS	AT2G38240.1
AT5G66550		AT5G66550.2
AT4G13270		AT4G13270.1
AT3G17180	SCPL33	AT3G17180.1
AT1G53420		AT1G53420.1
AT1G12710	AtPP2-A12	AT1G12710.2
AT1G61280		AT1G61280.2
AT1G58725		AT1G58725.1
AT4G25010	SWEET14	AT4G25010.1
AT1G32560	LEA6	AT1G32560.1
AT3G05770		AT3G05770.1
AT5G54350		AT5G54350.1
AT1G48070		AT1G48070.1
AT1G53325		AT1G53325.1
AT1G47560	SEC3B	AT1G47560.1
AT3G50430		AT3G50430.1
AT5G24610		AT5G24610.1
AT1G11080	scpl31	AT1G11080.2
AT1G58525		AT1G58525.1
AT4G19080		AT4G19080.1
AT3G47940		AT3G47940.1
AT5G57630	CIPK21	AT5G57630.1
AT3G03960	CCT8	AT3G03960.1
AT5G35475		AT5G35475.1
AT1G53370		AT1G53370.2
AT1G34440		AT1G34440.1
AT2G29200	APUM1	AT2G29200.1
AT1G43245		AT1G43245.2
AT2G20110		AT2G20110.2
AT3G28810		AT3G28810.1
AT3G10290		AT3G10290.1
AT1G11755	LEW1	AT1G11755.1
AT3G19610		AT3G19610.1
AT5G45370		AT5G45370.2
AT1G70730	PGM2	AT1G70730.3
AT1G14642		AT1G14642.1
AT3G53210		AT3G53210.1
AT5G52290	SHOC1	AT5G52290.1
AT1G23860	RSZ21	AT1G23860.1
AT5G14490	anac085	AT5G14490.3
AT3G43083	LCR33	AT3G43083.1
AT4G35260	IDH1	AT4G35260.1
AT2G27390		AT2G27390.1
AT5G27260		AT5G27260.1
AT1G74320		AT1G74320.1
AT3G59680		AT3G59680.2
AT2G23660	LBD10	AT2G23660.2
AT5G52040	ATRSP41	AT5G52040.2
AT5G09880		AT5G09880.1
AT2G44420		AT2G44420.2
AT5G14280	GPL2	AT5G14280.1
AT4G20390		AT4G20390.1
AT1G34130	STT3B	AT1G34130.1
AT1G55810	UKL3	AT1G55810.5
AT1G44030		AT1G44030.2
AT1G43415		AT1G43415.1
AT1G20690		AT1G20690.1
AT5G22680		AT5G22680.1
AT1G05740		AT1G05740.1
AT5G08139		AT5G08139.1
AT2G18250	COAD	AT2G18250.1
AT3G43505	LCR30	AT3G43505.1
AT1G76060	EMB1793	AT1G76060.1
AT4G22930	PYR4	AT4G22930.1
AT5G51780		AT5G51780.2
AT4G03960	DSP4	AT4G03960.1
AT3G01324		AT3G01324.1
AT1G69485		AT1G69485.1
AT5G09420	OM64	AT5G09420.1
AT3G48980		AT3G48980.2
AT1G09250	BHLH149	AT1G09250.1
AT1G65370		AT1G65370.1
AT5G60080		AT5G60080.1
AT5G56130	THO3	AT5G56130.1
AT3G11400	EIF3G1	AT3G11400.2
AT5G03510		AT5G03510.1
AT5G03980		AT5G03980.1
AT3G53460	CP29	AT3G53460.4
AT5G62790	DXR	AT5G62790.2
AT5G25050		AT5G25050.1
AT1G09970	LRR XI-23	AT1G09970.2
AT2G28580		AT2G28580.2
AT5G61060	HDA05	AT5G61060.2
AT2G34250		AT2G34250.3
AT2G28920		AT2G28920.1
AT1G07615	ATOBGM	AT1G07615.1
AT5G57540	XTH13	AT5G57540.1
AT1G55710		AT1G55710.1
AT4G31200		AT4G31200.3
AT5G22020		AT5G22020.2
AT3G15240		AT3G15240.2
AT2G45290	TKL-2	AT2G45290.1
AT4G38280		AT4G38280.1
AT5G09470	PUMP6	AT5G09470.1
AT5G07120	SNX2B	AT5G07120.1
AT1G75260		AT1G75260.1
AT5G35525	PCR3	AT5G35525.1
AT5G20200		AT5G20200.1
AT1G61900		AT1G61900.1
AT2G44400		AT2G44400.1
AT1G51405		AT1G51405.1
AT3G28050		AT3G28050.1
AT2G22475	GEM	AT2G22475.1
AT3G10540	PDPK2	AT3G10540.1
AT1G19470		AT1G19470.1
AT5G37200		AT5G37200.1
AT4G24420		AT4G24420.2
AT1G30280		AT1G30280.1
AT3G28150	AXY4L	AT3G28150.1
AT5G47790		AT5G47790.1
AT5G09980	PEP4	AT5G09980.1
AT5G33320	PPT1	AT5G33320.1
AT5G46871		AT5G46871.1
AT4G14400	ACD6	AT4G14400.1
AT3G59280	PAM16L2	AT3G59280.1
AT1G13750	PAP1	AT1G13750.1
AT3G09860		AT3G09860.1
AT4G00970	CRK41	AT4G00970.1
AT1G23600		AT1G23600.1
AT3G14560		AT3G14560.1
AT4G08470	MAPKKK10	AT4G08470.1
AT1G35365		AT1G35365.1
AT1G19780	CNGC8	AT1G19780.1
AT2G44980	CHR10	AT2G44980.2
AT3G12620	PP2C38	AT3G12620.2
AT2G20362		AT2G20362.1
AT5G22090		AT5G22090.2
AT3G05850		AT3G05850.1
AT2G01060	PHL7	AT2G01060.1
AT1G26600	CLE9	AT1G26600.2
AT4G09647		AT4G09647.1
AT3G50020		AT3G50020.1
AT5G60040	NRPC1	AT5G60040.2
AT5G18020	SAUR20	AT5G18020.1
AT5G05200		AT5G05200.1
AT1G36060	ERF055	AT1G36060.1
AT1G76910		AT1G76910.1
AT5G58970	PUMP2	AT5G58970.1
AT1G61240		AT1G61240.6
AT5G17200		AT5G17200.1
AT4G36460		AT4G36460.1
AT2G19470	CKL5	AT2G19470.1
AT5G10625	FLP2	AT5G10625.1
AT2G15490	UGT73B4	AT2G15490.1
AT4G10700		AT4G10700.1
AT1G52320		AT1G52320.5
AT3G45050		AT3G45050.3
AT3G44766		AT3G44766.1
AT3G17980	CAR4	AT3G17980.1
AT2G29860		AT2G29860.1
AT4G32260		AT4G32260.1
AT1G14400	UBC1	AT1G14400.1
AT3G25870		AT3G25870.1
AT5G66220		AT5G66220.1
AT3G12800	SDRB	AT3G12800.1
AT4G20325		AT4G20325.1
AT3G62680	PRP3	AT3G62680.1
AT4G34240	ALDH3I1	AT4G34240.1
AT1G12830		AT1G12830.1
AT1G36070		AT1G36070.1
AT5G67385	SR1IP1	AT5G67385.1
AT3G07090		AT3G07090.1
AT1G28070		AT1G28070.1
AT3G54840	RABF1	AT3G54840.1
AT3G54020	IPCS1	AT3G54020.1
AT1G16670	CRPK1	AT1G16670.1
AT1G16800		AT1G16800.2
AT2G05320	GNT2	AT2G05320.1
AT4G08150	KNAT1	AT4G08150.1
AT5G46850		AT5G46850.2
AT1G10390	NUP98A	AT1G10390.1
AT5G03750		AT5G03750.1
AT2G47940	DEGP2	AT2G47940.1
AT3G51642		AT3G51642.1
AT2G46050	PCMP-E39	AT2G46050.1
AT1G62200		AT1G62200.3
AT1G49950	TRB1	AT1G49950.3
AT1G73177	APC13	AT1G73177.1
AT4G28420		AT4G28420.2
AT1G55190	PRA1F2	AT1G55190.1
AT4G20470		AT4G20470.1
AT2G42320		AT2G42320.2
AT4G10300		AT4G10300.1
AT4G03090	NDX	AT4G03090.1
AT3G26570	PHT2;1	AT3G26570.1
AT5G04640	AGL99	AT5G04640.1
AT3G58270		AT3G58270.3
AT5G36820		AT5G36820.1
AT1G68820		AT1G68820.4
AT3G62950	GRXC11	AT3G62950.1
AT1G79100		AT1G79100.1
AT2G17700	STY8	AT2G17700.1
AT1G79985		AT1G79985.1
AT2G18600	RCE2	AT2G18600.1
AT1G25275		AT1G25275.3
AT5G23870	PAE9	AT5G23870.3
AT4G37020		AT4G37020.2
AT2G07715		AT2G07715.1
AT1G53930		AT1G53930.1
AT5G59845	GASA10	AT5G59845.1
ATMG01200	ORF294	ATMG01200.1
AT5G48490		AT5G48490.1
AT3G54580		AT3G54580.1
AT1G15680		AT1G15680.1
AT1G64030	ATSRP3	AT1G64030.1
AT5G63000		AT5G63000.1
AT1G60700		AT1G60700.1
AT2G36720		AT2G36720.1
AT3G62170	VGDH2	AT3G62170.1
AT2G04062		AT2G04062.1
AT5G04440		AT5G04440.1
AT4G32700	TEB	AT4G32700.2
AT4G08500	MEKK1	AT4G08500.1
AT3G07190		AT3G07190.1
AT5G67020		AT5G67020.1
AT2G39310	JAL22	AT2G39310.4
AT2G03567		AT2G03567.1
AT1G49050	APCB1	AT1G49050.1
AT5G13181		AT5G13181.1
AT3G08950	HCC1	AT3G08950.1
AT5G26570	GWD3	AT5G26570.1
AT4G04200		AT4G04200.1
AT3G15880	WSIP2	AT3G15880.2
AT1G69320	CLE10	AT1G69320.1
AT5G47880	ERF1-1	AT5G47880.1
AT1G60090	BGLU4	AT1G60090.1
AT3G15120		AT3G15120.2
AT5G55640		AT5G55640.1
AT5G40270		AT5G40270.1
AT4G34560		AT4G34560.1
AT1G16160	WAKL5	AT1G16160.1
AT5G18705		AT5G18705.1
AT5G07860		AT5G07860.1
AT1G52343		AT1G52343.1
AT3G28620		AT3G28620.1
AT1G08400	MAG2L	AT1G08400.1
AT2G38450		AT2G38450.1
AT2G07827		AT2G07827.2
AT1G10450	SNL6	AT1G10450.3
AT3G42170	HAT	AT3G42170.1
AT2G36100	CASP1	AT2G36100.1
AT5G19320	RANGAP2	AT5G19320.1
AT3G03640	BGLU25	AT3G03640.1
AT5G12470	RER4	AT5G12470.1
AT2G44100	GDI1	AT2G44100.1
AT1G77350		AT1G77350.1
AT3G14520	TPS18	AT3G14520.1
